fid;AREA;PERIMETER;NOMPROV;PROV;NOMDEPTO;DEPTO;FRAC;RADIO;TIPO;LINK;WKT
15189;10417407,51;16265,684;BUENOS AIRES;6;TIGRE;805;27;3;R;68052703;"list(list(c(-58.5229072182132, -58.5238986232489, -58.5240613912763, -58.5251820870272, -58.5281230779633, -58.52794440226, -58.5291011067235, -58.5304941376502, -58.5316116603543, -58.5318239874371, -58.5320714786316, -58.5323179712141, -58.5327034592775, -58.533254964931, -58.5339091424305, -58.535210260655, -58.5350384165184, -58.5349929611506, -58.5369202089039, -58.5370198183359, -58.5392398362303, -58.5402192824229, -58.5451650822178, -58.5451986588215, -58.5452035856158, -58.545189275867, 
-58.5451774284527, -58.5451845447516, -58.5451837534255, -58.5453231465615, -58.5453383337856, -58.5453015316889, -58.5452448107081, -58.5452054099159, -58.5452107459627, -58.5452248100813, -58.5452589309833, -58.5453502098626, -58.5454903272421, -58.5456109556359, -58.5457090429665, -58.5457981797131, -58.54586254165, -58.5459658756165, -58.54607687038, -58.5461117562006, -58.546333372417, -58.5463985141571, -58.5464347104865, -58.5464146828308, -58.5463432868775, -58.5462762587211, -58.5462488639174, 
-58.5462570304899, -58.546281201539, -58.5463210196481, -58.54641890357, -58.5465414312634, -58.5466732156105, -58.5468041285426, -58.5470058853006, -58.5472038592091, -58.5474269100467, -58.5476127549112, -58.5478324571972, -58.5480495938489, -58.5482829407399, -58.5484199756253, -58.5485227619743, -58.5486285474023, -58.5489212892465, -58.5489635562356, -58.5490282907135, -58.5490700653188, -58.5490937719676, -58.54913099494, -58.5491684214851, -58.5492294863796, -58.5493033975037, -58.549311943828, 
-58.5493146649905, -58.5493234984887, -58.5493627007449, -58.5494153676504, -58.5494892821527, -58.5495082851674, -58.54952351595, -58.549551830606, -58.5495933723195, -58.5498303958714, -58.5499356335049, -58.550017283229, -58.5501225204514, -58.5502275189121, -58.5502890173923, -58.5503373851415, -58.5503689457517, -58.5504005062947, -58.5506901414792, -58.5508845204783, -58.5509866036241, -58.5510950844016, -58.5512200868267, -58.5513183987735, -58.5513663357299, -58.5513913051567, -58.5514064377003, 
-58.5513986039089, -58.5513779245139, -58.5513492255364, -58.5512921137911, -58.5512581135323, -58.5512471747814, -58.5512618794132, -58.5512693258825, -58.5512649777997, -58.5512380429229, -58.5512202297964, -58.551215260996, -58.5512405160289, -58.5513122709509, -58.551393331578, -58.5515210406784, -58.5516395846547, -58.5518535140342, -58.5521080224462, -58.5521946248021, -58.552236398662, -58.55226184186, -58.5522864669451, -58.5523253182918, -58.5523445527965, -58.5523399160788, -58.5523083052336, 
-58.5522639434153, -58.5522085569172, -58.5521831058444, -58.552181192458, -58.5521856778193, -58.5522232025442, -58.5523882048249, -58.5525364955899, -58.5526415770979, -58.5526998680209, -58.5526888331031, -58.5526700149722, -58.5526479096258, -58.5526351596519, -58.5526191161583, -58.5525895133086, -58.5524676180905, -58.5522960682436, -58.5521719269451, -58.5521003543222, -58.5520692682866, -58.552088740728, -58.5521589629374, -58.5528027708762, -58.553067365324, -58.5534519203793, -58.5537571653429, 
-58.5541810507978, -58.5542347675928, -58.5542881733608, -58.554324398087, -58.5543664639141, -58.5544396185528, -58.5548533831155, -58.5549321149249, -58.5549792921394, -58.5550251201531, -58.5550308122581, -58.554952886843, -58.5548781657092, -58.5548236634385, -58.5548219699831, -58.5548198964896, -58.5548442613553, -58.5549491539468, -58.5550830292396, -58.5552571588383, -58.5552524578777, -58.5552121243676, -58.5551230282236, -58.5549564420843, -58.5548827974041, -58.55454327723, -58.554098083746, 
-58.5534960759125, -58.5531356196668, -58.5529236933114, -58.5524830422062, -58.5521449885573, -58.5515789165194, -58.5475933096919, -58.5468445004857, -58.5444048341643, -58.5418239984975, -58.5403685924128, -58.5366476706655, -58.5364545662886, -58.5355828102178, -58.5339649971557, -58.531914585908, -58.5304022101953, -58.5285142248255, -58.5268776812822, -58.5250950621345, -58.5242422603681, -58.5235516261733, -58.5229072182132, -34.3490554418322, -34.3485108105833, -34.3499855574354, -34.3516684809096, 
-34.3561457210667, -34.3569332605817, -34.3568762168047, -34.3568070946959, -34.3567060331128, -34.3564033149623, -34.3560628613356, -34.3557796313229, -34.3554408301277, -34.3554760589921, -34.355560213108, -34.3558482174027, -34.3563040580555, -34.3569331215694, -34.3568985387269, -34.357371936132, -34.357323247447, -34.3509932555915, -34.3514837334114, -34.3511989272086, -34.350913781373, -34.350636329061, -34.3502163042411, -34.3498044269564, -34.349297386904, -34.347310534091, -34.3464313334031, 
-34.3457971094326, -34.345210179935, -34.3447264481119, -34.3444175394192, -34.3441562693036, -34.3438397795781, -34.3435318939257, -34.3431612074425, -34.3427544704038, -34.3423544618914, -34.3420135384017, -34.3415177789597, -34.3410257498165, -34.3405667035832, -34.3404479182976, -34.3396933059363, -34.3393867340083, -34.3390950930495, -34.3387700844164, -34.3384521996265, -34.3382014920581, -34.3379512559916, -34.3377661618338, -34.3375998485778, -34.3374084798957, -34.3372026548253, -34.3369794516793, 
-34.3367487867274, -34.3365685964083, -34.3363387598094, -34.3361517915533, -34.3359222087058, -34.3357325710882, -34.3355206155973, -34.3352808650857, -34.3349832478589, -34.3348006026137, -34.3346629886295, -34.3345279339573, -34.334279881309, -34.3341356428993, -34.3339667648193, -34.3337502707214, -34.333478330656, -34.3332499484069, -34.3330097307737, -34.3327776856738, -34.3322459255599, -34.3319437250068, -34.3317856729476, -34.3316609739292, -34.3315199944162, -34.3313736273418, -34.3311581771782, 
-34.331025278002, -34.3309172950512, -34.3308261083112, -34.3307433979605, -34.3305687055698, -34.3304756571664, -34.3303934216676, -34.330300372189, -34.3302211865687, -34.3301442584382, -34.3300533089266, -34.3299677065734, -34.3298821042093, -34.329563817152, -34.3293414712933, -34.3292372895468, -34.3291498237401, -34.3290736465773, -34.3289943817531, -34.3289283867321, -34.3288371599235, -34.3287347225767, -34.3286070525728, -34.3284487225738, -34.3283679549386, -34.3281897800043, -34.3280285197306, 
-34.3278869461808, -34.3278061115901, -34.3277651780171, -34.3276292286188, -34.3274458654256, -34.3273153028724, -34.3272154012143, -34.3271075365581, -34.3268227246325, -34.3263854844308, -34.3259571147953, -34.3256728551901, -34.3250901939776, -34.3244802794471, -34.3243038041275, -34.3242072277631, -34.3240882717826, -34.3238223148094, -34.323506604092, -34.3233598401718, -34.3232405294304, -34.3231347647769, -34.3229927960374, -34.3229089385745, -34.3228337556626, -34.3227505304312, -34.3226840211977, 
-34.3226400900298, -34.322569932364, -34.3224995760264, -34.3224148419766, -34.3223295557014, -34.3221935271778, -34.3221257131017, -34.3220460521126, -34.3220098471788, -34.3219708297729, -34.321942745352, -34.3218386879393, -34.3217063097588, -34.3215384367647, -34.3214238798184, -34.3212876150454, -34.321126987124, -34.3209309041209, -34.3187317622116, -34.3177664591892, -34.3157615101367, -34.3137011484499, -34.3115271841793, -34.3109467599348, -34.3103844893348, -34.309973334146, -34.3096469848179, 
-34.3093300459548, -34.3080487663725, -34.3077107447102, -34.3075115617072, -34.3073910487834, -34.3072814801083, -34.306924138569, -34.3066024636542, -34.3063778707099, -34.3062853212878, -34.3061720347206, -34.3060270565849, -34.3058648720582, -34.3057089766664, -34.3053419207271, -34.305190547746, -34.3049903331511, -34.3048494761252, -34.304696823342, -34.3046293387796, -34.3044376981969, -34.3041871578156, -34.3038321705833, -34.3035858057506, -34.3033972174181, -34.302936507585, -34.302660141687, 
-34.3022276996973, -34.2990589468977, -34.2993385074023, -34.3000441645963, -34.3003407711547, -34.3070520925978, -34.3124041495854, -34.3126818818935, -34.313935659066, -34.3184268916816, -34.3241183024104, -34.3282663697241, -34.3337230365959, -34.3384523536984, -34.3415039811776, -34.3429637824424, -34.3470424061112, -34.3490554418322)))"
21536;6515342,144;14122,218;BUENOS AIRES;6;TIGRE;805;26;6;R;68052606;"list(list(c(-58.6173293397485, -58.6172304032377, -58.6159987751752, -58.6158755897361, -58.6158294646779, -58.6155085264828, -58.6154492150037, -58.6156184015288, -58.61560042122, -58.6155839439352, -58.6152708368159, -58.6149750480456, -58.6147764278149, -58.6149563686874, -58.6149302230235, -58.6143744075077, -58.6135699693119, -58.6132278613722, -58.612724891704, -58.6125112354705, -58.6124663717118, -58.6125186154028, -58.6129231282844, -58.6129243880138, -58.6129624263534, -58.6134836533888, 
-58.6135655707314, -58.61362935887, -58.6139086783627, -58.6139817808681, -58.6139817900541, -58.6139764966418, -58.613892620695, -58.6136240564206, -58.6133685314589, -58.6131644681177, -58.6125446956703, -58.610955517374, -58.6101900252401, -58.6118856660567, -58.6122030203984, -58.6125244750818, -58.6127293467341, -58.6129095044925, -58.613122577182, -58.6133059719732, -58.6133504014696, -58.6134645363699, -58.6136031773613, -58.6136915806471, -58.6138138212259, -58.6139914347782, -58.6141904122749, 
-58.6143937188028, -58.6146099584895, -58.6149881007846, -58.6152867280435, -58.6155347710253, -58.6158469988396, -58.6159958297336, -58.6161701802708, -58.6162361647639, -58.6162860939395, -58.6164395170666, -58.6164862015098, -58.6166733590478, -58.6168612536067, -58.6169235929842, -58.6169341881759, -58.6170361661147, -58.6171647948364, -58.6173512834379, -58.6175616829506, -58.6177634242037, -58.618022336989, -58.6182128941418, -58.6183865943838, -58.6186635736783, -58.6188978326905, -58.6189540367913, 
-58.6193294859599, -58.6197914827288, -58.6200151063166, -58.6201525676249, -58.6202514183784, -58.6202561554642, -58.6203820168557, -58.6205046266348, -58.6206627200126, -58.6207640095159, -58.6208305918532, -58.620906594143, -58.6210019158984, -58.62104303208, -58.6211335344592, -58.6212891030952, -58.6217357545451, -58.6224033363442, -58.6230778907861, -58.6236783902735, -58.6244868837101, -58.6246568590031, -58.6248459655404, -58.6249623374859, -58.6249712445391, -58.6251082028833, -58.6253441128764, 
-58.6254804780862, -58.6255910237721, -58.6256947128574, -58.6258605337113, -58.625951526395, -58.6260737548874, -58.6261534073739, -58.6263021335458, -58.6266253218983, -58.6274866647081, -58.627508560165, -58.6275186055663, -58.6284155632849, -58.628974291897, -58.6290380047914, -58.6292473432471, -58.6293089924725, -58.629484040131, -58.6298654976388, -58.6299967171786, -58.6302242044923, -58.6302662205968, -58.6309742310711, -58.6310652651252, -58.631365674994, -58.6313903817166, -58.6315200563481, 
-58.6315592330198, -58.6315719510922, -58.631542589966, -58.6315594580477, -58.6315298963435, -58.6313874032823, -58.6310422417755, -58.631062051413, -58.6316773395466, -58.6317702974616, -58.6318536503843, -58.6319080047203, -58.631934341478, -58.6314716010651, -58.6318223916537, -58.6321900915235, -58.6320530013545, -58.6323158220674, -58.6323170241387, -58.6327245938683, -58.6331140943849, -58.6324456732148, -58.6336350073211, -58.6336367618732, -58.6322531175828, -58.631808198591, -58.6318073316514, 
-58.631407092043, -58.6311987193754, -58.6311975364337, -58.6308160565922, -58.6299526625531, -58.6299493910403, -58.6292408028332, -58.6229150875755, -58.6227523053123, -58.6197635722142, -58.6205076829611, -58.620240280158, -58.6191280515422, -58.6191469775969, -58.6191734461363, -58.6184454413998, -58.6177836413304, -58.6177153944145, -58.6175668944689, -58.6180044121526, -58.6183740383763, -58.618379623291, -58.6173293397485, -34.3327173385676, -34.3332962784262, -34.3330395469533, -34.3354967728853, 
-34.3364167939251, -34.3429998154075, -34.344216256721, -34.3444069929958, -34.3445383899415, -34.3446588033871, -34.3449096136603, -34.3451465502421, -34.3452017841028, -34.3456676263528, -34.3457721551625, -34.3465242595683, -34.3472453935701, -34.3476229820276, -34.3483544918364, -34.3487763936789, -34.3489901898782, -34.3492693779407, -34.3498097246626, -34.3498136085749, -34.3499308696654, -34.3504308003072, -34.3505714515585, -34.3507168892833, -34.3516582011476, -34.3519409580709, -34.3519409942302, 
-34.3519434085869, -34.3519816887815, -34.3522288738107, -34.3525834858039, -34.3528034116065, -34.3534106025759, -34.3550902613477, -34.3558768546132, -34.3568863974122, -34.3570718094429, -34.3572642591649, -34.3573679760928, -34.3574364497989, -34.357554244862, -34.3576821936032, -34.3577101278282, -34.3577818890992, -34.3578114303994, -34.3578194246653, -34.3578208091794, -34.3577878569286, -34.3577376640082, -34.3576805268464, -34.3576060543289, -34.3574285215695, -34.3572151234259, -34.3570011532569, 
-34.3564732322005, -34.3561392610767, -34.355791593317, -34.3555734015833, -34.3554083000165, -34.3547946675578, -34.3545145938708, -34.3533917598242, -34.3522190933764, -34.3520170063817, -34.3520000142395, -34.3518364657115, -34.3517050559362, -34.3516442271256, -34.3516675823706, -34.3517048244469, -34.3518545968155, -34.3520595386713, -34.3522642908673, -34.3528548115759, -34.3534798151924, -34.3536006362059, -34.3544077339637, -34.3550283107074, -34.3552743309412, -34.3554467649215, -34.3555415582328, 
-34.3555461014224, -34.3556238718178, -34.3556325252264, -34.3556161278364, -34.3555881834219, -34.3555380307667, -34.3554479916347, -34.3552490937118, -34.3551477537957, -34.3549987317908, -34.3548097659075, -34.3543411272427, -34.3537305493636, -34.3532291216697, -34.3528573544283, -34.3524559486765, -34.3524058965704, -34.352335276842, -34.3523365841834, -34.3523366842422, -34.3523901839065, -34.3525227365509, -34.3526126018057, -34.35274894172, -34.3529215781159, -34.3531260881418, -34.3533089738466, 
-34.3534974056822, -34.3536074177222, -34.3537078137821, -34.3538673231921, -34.3543168567218, -34.3542817346202, -34.3542656214393, -34.3536128796003, -34.3536410825564, -34.353643810789, -34.3536330672142, -34.3536415221284, -34.3536068679992, -34.3534941685457, -34.353394177435, -34.3531121183323, -34.3530622696035, -34.352222249393, -34.3520925243101, -34.3517639971958, -34.35173637557, -34.3515913998571, -34.3514191900944, -34.3512584178554, -34.351075384191, -34.3509079529338, -34.3504885746381, 
-34.3497130392635, -34.3476612087461, -34.3470658683982, -34.3450231253174, -34.3418550253922, -34.3390139550672, -34.3371611182044, -34.3361017783123, -34.3351840734226, -34.3347611562892, -34.3342418540941, -34.3334363006721, -34.3324515589061, -34.3324470536752, -34.3318305781345, -34.3306096689478, -34.3283189021277, -34.3282344125619, -34.3282342888204, -34.3236463600281, -34.3233021237652, -34.3233014515574, -34.3218623708037, -34.3201546424375, -34.3201508190405, -34.3189174057634, -34.3145698604086, 
-34.3145535816577, -34.3110280258363, -34.312322042877, -34.3123442127907, -34.3129340947599, -34.3137328879777, -34.3145838758878, -34.3156144485469, -34.3169671927813, -34.3188591817566, -34.3204293785897, -34.3206461954288, -34.3209429163752, -34.3226971889604, -34.3258464512939, -34.3285068638148, -34.3286620581974, -34.3327173385676)))"
